symbol,timestamp,open,high,low,close,volume,trade_count,vwap
AAPL,2026-06-11 16:25:00+00:00,292.7,293.26,292.56,293.06,14223.0,312.0,292.95972
AAPL,2026-06-11 16:30:00+00:00,292.935,293.875,292.91,293.86,10712.0,252.0,293.273293
AAPL,2026-06-11 16:35:00+00:00,293.89,294.49,293.845,293.89,12170.0,288.0,294.19138
AAPL,2026-06-11 16:40:00+00:00,293.945,294.025,293.71,293.955,8122.0,166.0,293.847048
AAPL,2026-06-11 16:45:00+00:00,293.925,294.155,293.89,293.955,10880.0,225.0,293.996072
AAPL,2026-06-11 16:50:00+00:00,293.96,294.08,293.735,293.765,7823.0,164.0,293.905783
AAPL,2026-06-11 16:55:00+00:00,293.705,293.825,293.645,293.755,9205.0,219.0,293.742546
AAPL,2026-06-11 17:00:00+00:00,293.62,293.895,293.09,293.13,13704.0,344.0,293.477116
AAPL,2026-06-11 17:05:00+00:00,293.11,293.755,293.065,293.635,12257.0,236.0,293.476053
AAPL,2026-06-11 17:10:00+00:00,293.6,293.75,293.32,293.38,9953.0,198.0,293.564427
AAPL,2026-06-11 17:15:00+00:00,293.38,293.495,293.155,293.2,8399.0,206.0,293.312057
AAPL,2026-06-11 17:20:00+00:00,293.15,293.42,293.13,293.42,12677.0,256.0,293.255933
AAPL,2026-06-11 17:25:00+00:00,293.33,295.98,293.33,295.945,31553.0,542.0,294.79129
AAPL,2026-06-11 17:30:00+00:00,295.99,296.995,295.775,296.745,26917.0,459.0,296.51397
AAPL,2026-06-11 17:35:00+00:00,296.845,296.935,296.04,296.105,15952.0,327.0,296.353362
AAPL,2026-06-11 17:40:00+00:00,296.085,296.86,296.085,296.585,56772.0,639.0,296.580338
AAPL,2026-06-11 17:45:00+00:00,296.585,296.83,295.84,295.93,15943.0,331.0,296.225169
AAPL,2026-06-11 17:50:00+00:00,295.9,295.9,295.46,295.665,12419.0,280.0,295.71278
AAPL,2026-06-11 17:55:00+00:00,295.675,295.825,295.52,295.79,11626.0,264.0,295.695288
AAPL,2026-06-11 18:00:00+00:00,295.86,295.99,295.22,295.3,13300.0,251.0,295.604612
AAPL,2026-06-11 18:05:00+00:00,295.23,295.69,295.14,295.52,7901.0,174.0,295.374395
AAPL,2026-06-11 18:10:00+00:00,295.55,295.85,295.44,295.79,7930.0,157.0,295.672193
AAPL,2026-06-11 18:15:00+00:00,295.79,296.36,295.73,296.36,11647.0,230.0,296.143743
